Subscriber ID,IP Address,Destination IP,Destination Port,Application,Start Time,End Time,Protocol,ISP,Location
91XXXXXXXXXX,192.168.1.87,172.217.21.117,443,Instagram,2024-04-03 17:01:35,2024-04-03 17:11:35,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.230,172.217.76.132,443,Instagram,2024-04-03 02:45:35,2024-04-03 02:55:35,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.52,172.217.80.29,443,Instagram,2024-04-03 13:34:23,2024-04-03 13:44:23,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.141,172.217.222.127,443,Instagram,2024-04-03 19:00:57,2024-04-03 19:10:57,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.210,172.217.143.224,443,Instagram,2024-04-03 16:58:30,2024-04-03 17:08:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.54,172.217.74.187,443,Discord,2024-04-03 07:34:03,2024-04-03 07:44:03,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.66,172.217.234.39,443,Discord,2024-04-03 17:21:59,2024-04-03 17:31:59,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.28,172.217.248.94,443,Discord,2024-04-03 22:42:54,2024-04-03 22:52:54,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.86,172.217.144.150,443,Discord,2024-04-03 01:16:26,2024-04-03 01:26:26,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.31,172.217.245.78,443,Discord,2024-04-03 13:21:03,2024-04-03 13:31:03,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.230,172.217.23.136,443,Discord,2024-04-03 15:38:06,2024-04-03 15:48:06,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.161,172.217.246.80,443,Discord,2024-04-03 15:30:47,2024-04-03 15:40:47,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.160,172.217.116.243,443,Discord,2024-04-03 12:33:35,2024-04-03 12:43:35,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.158,172.217.52.77,443,Discord,2024-04-03 03:14:54,2024-04-03 03:24:54,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.173,172.217.212.218,443,Discord,2024-04-03 03:02:12,2024-04-03 03:12:12,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.97,172.217.166.132,443,Discord,2024-04-03 04:20:37,2024-04-03 04:30:37,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.59,172.217.17.58,443,Discord,2024-04-03 06:25:37,2024-04-03 06:35:37,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.253,172.217.76.67,80,Google Search,2024-04-03 09:12:20,2024-04-03 09:22:20,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.102,172.217.51.198,80,Google Search,2024-04-03 21:56:16,2024-04-03 22:06:16,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.186,172.217.71.195,80,Google Search,2024-04-03 09:31:46,2024-04-03 09:41:46,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.27,172.217.243.59,80,Google Search,2024-04-03 02:54:09,2024-04-03 03:04:09,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.104,172.217.97.118,80,Google Search,2024-04-03 00:39:04,2024-04-03 00:49:04,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.161,172.217.127.76,80,Google Search,2024-04-03 18:16:04,2024-04-03 18:26:04,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.101,172.217.211.114,443,Chat GPT,2024-04-03 16:41:22,2024-04-03 16:51:22,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.241,172.217.217.44,443,Chat GPT,2024-04-03 23:24:06,2024-04-03 23:34:06,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.108,172.217.111.143,443,Chat GPT,2024-04-03 18:42:50,2024-04-03 18:52:50,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.16,172.217.134.250,443,Chat GPT,2024-04-03 14:37:18,2024-04-03 14:47:18,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.94,172.217.145.198,443,Chat GPT,2024-04-03 06:03:22,2024-04-03 06:13:22,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.163,172.217.78.62,443,Chat GPT,2024-04-03 13:52:36,2024-04-03 14:02:36,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.97,172.217.105.232,443,Zomato,2024-04-03 15:05:45,2024-04-03 15:15:45,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.114,172.217.145.43,443,Zomato,2024-04-03 15:26:17,2024-04-03 15:36:17,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.80,172.217.41.231,443,Zomato,2024-04-03 16:14:26,2024-04-03 16:24:26,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.189,172.217.208.173,5222,WhatsApp Messenger,2024-04-04 22:21:55,2024-04-04 22:31:55,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.57,172.217.59.55,5222,WhatsApp Messenger,2024-04-04 21:47:29,2024-04-04 21:57:29,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.31,172.217.173.7,5222,WhatsApp Messenger,2024-04-04 15:00:30,2024-04-04 15:10:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.212,172.217.233.200,5222,WhatsApp Messenger,2024-04-04 12:12:47,2024-04-04 12:22:47,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.81,172.217.246.122,5222,WhatsApp Messenger,2024-04-04 18:47:57,2024-04-04 18:57:57,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.72,172.217.68.240,5222,WhatsApp Messenger,2024-04-04 12:57:02,2024-04-04 13:07:02,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.225,172.217.14.144,5222,WhatsApp Messenger,2024-04-04 06:53:58,2024-04-04 07:03:58,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.108,172.217.240.115,5222,WhatsApp Messenger,2024-04-04 22:49:16,2024-04-04 22:59:16,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.134,172.217.34.78,5222,WhatsApp Messenger,2024-04-04 21:11:38,2024-04-04 21:21:38,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.225,172.217.186.226,5222,WhatsApp Messenger,2024-04-04 11:53:26,2024-04-04 12:03:26,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.197,172.217.147.72,5222,WhatsApp Messenger,2024-04-04 07:05:35,2024-04-04 07:15:35,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.145,172.217.134.160,5222,WhatsApp Messenger,2024-04-04 03:26:55,2024-04-04 03:36:55,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.109,172.217.40.60,5222,WhatsApp Messenger,2024-04-04 13:37:41,2024-04-04 13:47:41,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.225,172.217.68.191,5222,WhatsApp Messenger,2024-04-04 08:04:56,2024-04-04 08:14:56,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.38,172.217.237.162,5222,WhatsApp Messenger,2024-04-04 02:49:54,2024-04-04 02:59:54,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.23,172.217.151.66,5222,WhatsApp Messenger,2024-04-04 03:44:49,2024-04-04 03:54:49,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.171,172.217.146.104,5222,WhatsApp Messenger,2024-04-04 04:04:24,2024-04-04 04:14:24,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.209,172.217.111.200,5222,WhatsApp Messenger,2024-04-04 05:03:30,2024-04-04 05:13:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.215,172.217.86.201,443,Instagram,2024-04-04 14:58:10,2024-04-04 15:08:10,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.44,172.217.254.117,443,Instagram,2024-04-04 05:34:54,2024-04-04 05:44:54,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.196,172.217.227.238,443,Instagram,2024-04-04 16:08:05,2024-04-04 16:18:05,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.114,172.217.227.27,443,Instagram,2024-04-04 01:13:18,2024-04-04 01:23:18,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.60,172.217.51.192,443,Instagram,2024-04-04 14:43:58,2024-04-04 14:53:58,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.132,172.217.172.14,443,Instagram,2024-04-04 20:47:04,2024-04-04 20:57:04,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.167,172.217.221.10,443,Instagram,2024-04-04 08:47:00,2024-04-04 08:57:00,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.161,172.217.239.127,443,Instagram,2024-04-04 19:53:51,2024-04-04 20:03:51,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.105,172.217.70.167,443,Instagram,2024-04-04 09:27:15,2024-04-04 09:37:15,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.72,172.217.16.146,443,Instagram,2024-04-04 05:20:29,2024-04-04 05:30:29,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.162,172.217.237.77,443,Instagram,2024-04-04 19:59:54,2024-04-04 20:09:54,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.48,172.217.70.47,443,Instagram,2024-04-04 07:36:46,2024-04-04 07:46:46,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.254,172.217.57.214,443,Instagram,2024-04-04 14:45:47,2024-04-04 14:55:47,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.66,172.217.165.27,443,Instagram,2024-04-04 02:48:29,2024-04-04 02:58:29,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.245,172.217.194.247,443,Instagram,2024-04-04 10:00:55,2024-04-04 10:10:55,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.120,172.217.216.115,443,Instagram,2024-04-04 01:23:45,2024-04-04 01:33:45,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.229,172.217.134.193,443,Instagram,2024-04-04 15:36:03,2024-04-04 15:46:03,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.121,172.217.222.93,443,Instagram,2024-04-04 22:14:58,2024-04-04 22:24:58,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.93,172.217.241.55,443,Instagram,2024-04-04 21:32:41,2024-04-04 21:42:41,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.252,172.217.195.120,443,Instagram,2024-04-04 09:09:48,2024-04-04 09:19:48,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.69,172.217.6.223,443,Instagram,2024-04-04 04:57:02,2024-04-04 05:07:02,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.90,172.217.62.54,443,Instagram,2024-04-04 02:48:31,2024-04-04 02:58:31,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.183,172.217.116.190,443,Instagram,2024-04-04 11:47:37,2024-04-04 11:57:37,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.249,172.217.189.78,443,Instagram,2024-04-04 18:57:42,2024-04-04 19:07:42,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.236,172.217.112.41,443,Discord,2024-04-04 13:37:59,2024-04-04 13:47:59,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.66,172.217.208.13,443,Discord,2024-04-04 09:05:30,2024-04-04 09:15:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.204,172.217.195.141,443,Discord,2024-04-04 15:27:15,2024-04-04 15:37:15,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.28,172.217.64.13,443,Discord,2024-04-04 19:39:08,2024-04-04 19:49:08,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.43,172.217.77.161,443,Discord,2024-04-04 19:31:27,2024-04-04 19:41:27,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.33,172.217.12.227,443,Discord,2024-04-04 05:19:02,2024-04-04 05:29:02,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.253,172.217.65.121,443,Discord,2024-04-04 10:59:21,2024-04-04 11:09:21,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.118,172.217.246.185,443,Discord,2024-04-04 23:25:11,2024-04-04 23:35:11,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.184,172.217.104.225,443,Discord,2024-04-04 06:27:47,2024-04-04 06:37:47,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.208,172.217.128.37,443,Discord,2024-04-04 14:34:54,2024-04-04 14:44:54,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.107,172.217.209.22,443,Discord,2024-04-04 18:13:16,2024-04-04 18:23:16,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.119,172.217.193.77,443,Discord,2024-04-04 11:44:13,2024-04-04 11:54:13,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.36,172.217.14.213,80,Google Search,2024-04-04 20:59:44,2024-04-04 21:09:44,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.136,172.217.168.36,80,Google Search,2024-04-04 04:55:12,2024-04-04 05:05:12,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.233,172.217.168.225,80,Google Search,2024-04-04 06:33:37,2024-04-04 06:43:37,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.22,172.217.211.148,80,Google Search,2024-04-04 05:50:10,2024-04-04 06:00:10,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.183,172.217.108.198,80,Google Search,2024-04-04 09:24:56,2024-04-04 09:34:56,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.186,172.217.18.137,80,Google Search,2024-04-04 04:27:30,2024-04-04 04:37:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.133,172.217.111.105,443,Chat GPT,2024-04-04 16:55:38,2024-04-04 17:05:38,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.213,172.217.218.48,443,Chat GPT,2024-04-04 16:31:25,2024-04-04 16:41:25,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.184,172.217.53.117,443,Chat GPT,2024-04-04 08:12:40,2024-04-04 08:22:40,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.238,172.217.21.35,443,Chat GPT,2024-04-04 17:26:51,2024-04-04 17:36:51,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.100,172.217.60.110,443,Chat GPT,2024-04-04 22:11:12,2024-04-04 22:21:12,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.30,172.217.4.215,443,Chat GPT,2024-04-04 00:21:44,2024-04-04 00:31:44,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.231,172.217.12.189,443,Zomato,2024-04-04 13:31:05,2024-04-04 13:41:05,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.179,172.217.16.1,443,Zomato,2024-04-04 15:42:43,2024-04-04 15:52:43,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.4,172.217.136.29,443,Zomato,2024-04-04 09:36:19,2024-04-04 09:46:19,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.211,172.217.141.67,5222,WhatsApp Messenger,2024-04-05 01:51:42,2024-04-05 02:01:42,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.207,172.217.109.246,5222,WhatsApp Messenger,2024-04-05 06:21:31,2024-04-05 06:31:31,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.57,172.217.132.22,5222,WhatsApp Messenger,2024-04-05 18:26:22,2024-04-05 18:36:22,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.228,172.217.113.2,5222,WhatsApp Messenger,2024-04-05 11:12:44,2024-04-05 11:22:44,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.195,172.217.37.75,5222,WhatsApp Messenger,2024-04-05 05:03:30,2024-04-05 05:13:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.78,172.217.118.84,5222,WhatsApp Messenger,2024-04-05 07:01:35,2024-04-05 07:11:35,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.133,172.217.94.52,5222,WhatsApp Messenger,2024-04-05 17:23:06,2024-04-05 17:33:06,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.253,172.217.215.111,5222,WhatsApp Messenger,2024-04-05 15:04:13,2024-04-05 15:14:13,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.44,172.217.194.42,5222,WhatsApp Messenger,2024-04-05 12:58:48,2024-04-05 13:08:48,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.58,172.217.214.12,5222,WhatsApp Messenger,2024-04-05 07:21:16,2024-04-05 07:31:16,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.6,172.217.113.209,5222,WhatsApp Messenger,2024-04-05 12:48:38,2024-04-05 12:58:38,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.250,172.217.207.189,5222,WhatsApp Messenger,2024-04-05 04:20:28,2024-04-05 04:30:28,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.207,172.217.146.1,5222,WhatsApp Messenger,2024-04-05 03:49:39,2024-04-05 03:59:39,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.249,172.217.122.235,5222,WhatsApp Messenger,2024-04-05 11:28:48,2024-04-05 11:38:48,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.15,172.217.230.55,5222,WhatsApp Messenger,2024-04-05 14:20:23,2024-04-05 14:30:23,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.217,172.217.188.70,5222,WhatsApp Messenger,2024-04-05 16:44:58,2024-04-05 16:54:58,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.60,172.217.55.183,5222,WhatsApp Messenger,2024-04-05 19:00:30,2024-04-05 19:10:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.116,172.217.98.143,5222,WhatsApp Messenger,2024-04-05 23:46:25,2024-04-05 23:56:25,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.138,172.217.232.152,443,Instagram,2024-04-05 01:05:27,2024-04-05 01:15:27,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.115,172.217.41.170,443,Instagram,2024-04-05 22:18:47,2024-04-05 22:28:47,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.203,172.217.226.193,443,Instagram,2024-04-05 22:29:13,2024-04-05 22:39:13,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.73,172.217.58.147,443,Instagram,2024-04-05 22:33:01,2024-04-05 22:43:01,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.169,172.217.239.192,443,Instagram,2024-04-05 08:18:31,2024-04-05 08:28:31,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.56,172.217.8.205,443,Instagram,2024-04-05 03:48:33,2024-04-05 03:58:33,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.184,172.217.64.254,443,Instagram,2024-04-05 16:27:38,2024-04-05 16:37:38,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.124,172.217.134.206,443,Instagram,2024-04-05 11:48:55,2024-04-05 11:58:55,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.127,172.217.240.88,443,Instagram,2024-04-05 17:02:18,2024-04-05 17:12:18,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.138,172.217.177.43,443,Instagram,2024-04-05 06:35:38,2024-04-05 06:45:38,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.13,172.217.150.4,443,Instagram,2024-04-05 04:09:17,2024-04-05 04:19:17,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.186,172.217.242.249,443,Instagram,2024-04-05 23:44:09,2024-04-05 23:54:09,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.32,172.217.2.7,443,Instagram,2024-04-05 07:25:44,2024-04-05 07:35:44,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.152,172.217.164.20,443,Instagram,2024-04-05 07:41:35,2024-04-05 07:51:35,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.228,172.217.191.251,443,Instagram,2024-04-05 20:55:06,2024-04-05 21:05:06,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.203,172.217.72.14,443,Instagram,2024-04-05 00:30:29,2024-04-05 00:40:29,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.45,172.217.72.194,443,Instagram,2024-04-05 09:55:06,2024-04-05 10:05:06,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.137,172.217.202.26,443,Instagram,2024-04-05 04:07:49,2024-04-05 04:17:49,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.140,172.217.89.184,443,Instagram,2024-04-05 02:04:17,2024-04-05 02:14:17,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.113,172.217.232.60,443,Instagram,2024-04-05 05:26:51,2024-04-05 05:36:51,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.24,172.217.215.148,443,Instagram,2024-04-05 09:04:41,2024-04-05 09:14:41,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.159,172.217.236.45,443,Instagram,2024-04-05 14:14:49,2024-04-05 14:24:49,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.134,172.217.51.140,443,Instagram,2024-04-05 09:13:13,2024-04-05 09:23:13,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.32,172.217.117.246,443,Instagram,2024-04-05 07:56:54,2024-04-05 08:06:54,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.254,172.217.60.185,443,Discord,2024-04-05 09:38:59,2024-04-05 09:48:59,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.224,172.217.146.204,443,Discord,2024-04-05 22:35:56,2024-04-05 22:45:56,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.147,172.217.119.246,443,Discord,2024-04-05 12:46:50,2024-04-05 12:56:50,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.206,172.217.80.251,443,Discord,2024-04-05 10:04:13,2024-04-05 10:14:13,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.30,172.217.197.69,443,Discord,2024-04-05 17:21:50,2024-04-05 17:31:50,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.250,172.217.99.125,443,Discord,2024-04-05 09:18:25,2024-04-05 09:28:25,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.158,172.217.152.153,443,Discord,2024-04-05 07:09:51,2024-04-05 07:19:51,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.216,172.217.191.226,443,Discord,2024-04-05 04:18:28,2024-04-05 04:28:28,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.190,172.217.190.114,443,Discord,2024-04-05 01:02:59,2024-04-05 01:12:59,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.135,172.217.173.183,443,Discord,2024-04-05 23:24:01,2024-04-05 23:34:01,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.95,172.217.43.78,443,Discord,2024-04-05 21:55:19,2024-04-05 22:05:19,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.103,172.217.141.198,443,Discord,2024-04-05 07:41:30,2024-04-05 07:51:30,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.18,172.217.183.153,80,Google Search,2024-04-05 00:42:28,2024-04-05 00:52:28,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.60,172.217.204.33,80,Google Search,2024-04-05 21:51:31,2024-04-05 22:01:31,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.146,172.217.42.143,80,Google Search,2024-04-05 08:06:25,2024-04-05 08:16:25,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.8,172.217.68.82,80,Google Search,2024-04-05 18:49:49,2024-04-05 18:59:49,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.22,172.217.6.120,80,Google Search,2024-04-05 02:50:17,2024-04-05 03:00:17,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.45,172.217.78.187,80,Google Search,2024-04-05 01:46:18,2024-04-05 01:56:18,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.87,172.217.167.171,443,Chat GPT,2024-04-05 10:58:36,2024-04-05 11:08:36,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.46,172.217.60.243,443,Chat GPT,2024-04-05 10:26:33,2024-04-05 10:36:33,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.67,172.217.170.224,443,Chat GPT,2024-04-05 18:55:37,2024-04-05 19:05:37,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.55,172.217.255.122,443,Chat GPT,2024-04-05 04:46:43,2024-04-05 04:56:43,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.251,172.217.57.238,443,Chat GPT,2024-04-05 08:10:46,2024-04-05 08:20:46,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.231,172.217.3.136,443,Chat GPT,2024-04-05 06:12:21,2024-04-05 06:22:21,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.139,172.217.211.251,443,Zomato,2024-04-05 05:09:04,2024-04-05 05:19:04,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.137,172.217.64.184,443,Zomato,2024-04-05 15:25:33,2024-04-05 15:35:33,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.88,172.217.194.129,443,Zomato,2024-04-05 04:48:40,2024-04-05 04:58:40,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.63,172.217.209.22,5222,WhatsApp Messenger,2024-04-06 15:02:45,2024-04-06 15:12:45,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.114,172.217.97.50,5222,WhatsApp Messenger,2024-04-06 09:59:41,2024-04-06 10:09:41,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.122,172.217.24.122,5222,WhatsApp Messenger,2024-04-06 05:37:15,2024-04-06 05:47:15,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.142,172.217.31.215,5222,WhatsApp Messenger,2024-04-06 17:50:12,2024-04-06 18:00:12,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.33,172.217.228.255,5222,WhatsApp Messenger,2024-04-06 03:48:17,2024-04-06 03:58:17,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.98,172.217.102.164,5222,WhatsApp Messenger,2024-04-06 15:08:43,2024-04-06 15:18:43,TCP,Airtel,Chandigarh
91XXXXXXXXXX,192.168.1.231,172.217.20.103,5222,WhatsApp Messenger,2024-04-06 06:34:15,2024-04-06 06:44:15,TCP,Airtel,Chandigarh
