SubscriberID,EventType,Timestamp,Location,DeviceID,FraudType
SUB-713698,SIMSwap,2023-03-15 10:59:50,Loc-315,DEV-7054,None
SUB-811190,Activation,2023-03-24 16:15:19,Loc-742,DEV-2250,None
SUB-901799,SIMSwap,2023-07-05 18:55:10,Loc-670,DEV-4551,None
SUB-436526,ServiceChange,2023-07-25 23:24:03,Loc-235,DEV-9447,SIM Swap
SUB-492074,Deactivation,2023-04-02 10:17:22,Loc-437,DEV-6431,None
SUB-544098,Deactivation,2023-01-21 16:26:59,Loc-239,DEV-5534,SIM Swap
SUB-365899,ServiceChange,2023-07-15 19:18:20,Loc-226,DEV-2863,None
SUB-685661,Deactivation,2023-06-06 14:23:05,Loc-705,DEV-4227,SIM Swap
SUB-882246,Recharge,2023-02-17 11:10:39,Loc-562,DEV-4780,None
SUB-939535,Deactivation,2023-02-23 09:04:45,Loc-692,DEV-4621,None
SUB-561893,ServiceChange,2023-07-18 07:54:45,Loc-541,DEV-6499,None
SUB-931747,Deactivation,2023-08-09 10:57:22,Loc-766,DEV-5536,SIM Swap
SUB-491665,Activation,2023-05-03 19:48:39,Loc-433,DEV-8902,SIM Swap
SUB-859976,ServiceChange,2023-10-31 07:12:42,Loc-965,DEV-2292,SIM Swap
SUB-415260,Deactivation,2023-01-29 19:15:34,Loc-228,DEV-5935,None
SUB-416470,Recharge,2023-03-22 03:44:55,Loc-458,DEV-5057,None
SUB-172047,Recharge,2023-07-12 05:18:10,Loc-460,DEV-1518,None
SUB-581744,Deactivation,2023-01-20 11:33:38,Loc-733,DEV-5451,None
SUB-868682,Deactivation,2023-05-28 18:50:39,Loc-705,DEV-7113,SIM Swap
SUB-774918,Recharge,2023-06-12 05:17:46,Loc-290,DEV-5203,None
SUB-309156,SIMSwap,2023-02-08 23:58:54,Loc-516,DEV-9779,SIM Swap
SUB-966945,ServiceChange,2023-01-02 20:24:08,Loc-925,DEV-9533,SIM Swap
SUB-440276,Activation,2023-06-05 05:48:25,Loc-686,DEV-5460,None
SUB-911609,SIMSwap,2023-09-07 19:12:37,Loc-379,DEV-5358,None
SUB-163379,Activation,2023-01-07 01:47:21,Loc-407,DEV-3390,SIM Swap
SUB-917387,SIMSwap,2023-07-04 01:28:17,Loc-366,DEV-4161,SIM Swap
SUB-391928,SIMSwap,2023-02-28 08:27:57,Loc-217,DEV-1022,None
SUB-992129,SIMSwap,2023-11-07 13:42:34,Loc-172,DEV-9272,SIM Swap
SUB-740989,SIMSwap,2023-09-07 03:13:29,Loc-216,DEV-4508,None
SUB-899707,SIMSwap,2023-04-06 07:28:46,Loc-478,DEV-8344,SIM Swap
SUB-320344,SIMSwap,2023-04-30 02:31:22,Loc-915,DEV-9237,None
SUB-205639,Activation,2023-05-07 04:45:38,Loc-833,DEV-9183,None
SUB-996628,Deactivation,2023-04-27 08:10:39,Loc-569,DEV-7052,SIM Swap
SUB-155795,Activation,2023-12-05 03:02:28,Loc-957,DEV-7750,SIM Swap
SUB-982442,Deactivation,2023-05-30 06:23:07,Loc-291,DEV-5946,SIM Swap
SUB-439040,Recharge,2023-06-11 15:30:21,Loc-266,DEV-1053,None
SUB-229436,Deactivation,2023-05-13 16:42:45,Loc-826,DEV-5106,SIM Swap
SUB-753245,Deactivation,2023-02-25 22:58:44,Loc-779,DEV-5095,SIM Swap
SUB-104158,ServiceChange,2023-11-21 21:03:26,Loc-980,DEV-2365,SIM Swap
SUB-358075,Recharge,2023-03-30 23:07:24,Loc-382,DEV-7306,SIM Swap
SUB-165073,SIMSwap,2023-12-26 14:10:57,Loc-448,DEV-5246,SIM Swap
SUB-818463,Activation,2023-10-07 21:48:19,Loc-777,DEV-1829,SIM Swap
SUB-153187,Deactivation,2023-12-26 18:05:39,Loc-684,DEV-9609,None
SUB-153971,ServiceChange,2023-08-13 12:11:16,Loc-892,DEV-6856,None
SUB-510185,Deactivation,2023-05-11 23:50:10,Loc-236,DEV-2221,SIM Swap
SUB-763126,Activation,2023-10-15 11:16:58,Loc-281,DEV-1007,None
SUB-273495,Recharge,2023-09-03 20:59:39,Loc-209,DEV-8988,SIM Swap
SUB-518759,Activation,2023-05-29 17:32:12,Loc-626,DEV-1681,SIM Swap
SUB-557307,Recharge,2023-09-16 01:11:36,Loc-949,DEV-2407,SIM Swap
SUB-382919,Activation,2023-03-16 11:11:34,Loc-323,DEV-4228,SIM Swap
SUB-511110,Recharge,2023-10-11 19:43:44,Loc-922,DEV-1202,None
SUB-643045,Recharge,2023-08-20 23:04:27,Loc-919,DEV-2103,SIM Swap
SUB-552035,Recharge,2023-08-03 08:18:58,Loc-219,DEV-8196,None
SUB-799382,Recharge,2023-10-10 08:23:02,Loc-584,DEV-9991,None
SUB-693304,Activation,2023-10-01 08:43:44,Loc-437,DEV-3911,SIM Swap
SUB-721437,Deactivation,2023-03-08 02:13:46,Loc-187,DEV-2902,None
SUB-782004,Recharge,2023-03-04 03:36:35,Loc-684,DEV-5429,None
SUB-404289,Activation,2023-04-21 09:20:36,Loc-107,DEV-2377,None
SUB-955184,SIMSwap,2023-05-21 12:22:44,Loc-810,DEV-7500,None
SUB-708685,Activation,2023-04-21 11:49:23,Loc-975,DEV-3759,SIM Swap
SUB-437062,Deactivation,2023-01-03 05:19:44,Loc-223,DEV-3658,None
SUB-213322,ServiceChange,2023-04-28 06:34:17,Loc-143,DEV-3492,None
SUB-749361,SIMSwap,2023-09-09 02:46:06,Loc-409,DEV-6033,SIM Swap
SUB-748303,SIMSwap,2023-07-19 10:04:17,Loc-633,DEV-7406,SIM Swap
SUB-481668,SIMSwap,2023-04-26 10:59:24,Loc-656,DEV-2214,None
SUB-585858,Deactivation,2023-11-07 09:55:19,Loc-714,DEV-3041,None
SUB-794235,ServiceChange,2023-06-27 12:07:40,Loc-784,DEV-6356,None
SUB-536566,Recharge,2023-04-17 01:34:33,Loc-810,DEV-3027,SIM Swap
SUB-300685,Deactivation,2023-10-07 08:34:36,Loc-216,DEV-1416,None
SUB-203152,Deactivation,2023-01-24 22:29:31,Loc-629,DEV-6155,None
SUB-328304,Activation,2023-05-20 12:57:19,Loc-512,DEV-9742,None
SUB-347277,Recharge,2023-03-13 01:58:13,Loc-656,DEV-5107,None
SUB-862593,Deactivation,2023-02-27 07:16:45,Loc-843,DEV-5125,SIM Swap
SUB-282615,ServiceChange,2023-07-05 02:21:38,Loc-953,DEV-2338,None
SUB-918265,Deactivation,2023-01-04 21:27:52,Loc-242,DEV-6130,None
SUB-975595,Recharge,2023-03-03 17:17:51,Loc-347,DEV-9796,SIM Swap
SUB-562433,Activation,2023-11-12 22:45:58,Loc-558,DEV-8767,SIM Swap
SUB-131077,Recharge,2023-10-28 02:37:33,Loc-237,DEV-4242,SIM Swap
SUB-770870,ServiceChange,2023-10-03 02:05:53,Loc-504,DEV-8696,SIM Swap
SUB-154325,SIMSwap,2023-09-30 03:55:46,Loc-997,DEV-9179,SIM Swap
SUB-240607,Activation,2023-01-16 10:11:28,Loc-559,DEV-6538,None
SUB-932036,Recharge,2023-11-24 07:49:01,Loc-804,DEV-1848,None
SUB-352813,Deactivation,2023-09-29 10:45:38,Loc-136,DEV-7068,None
SUB-119576,SIMSwap,2023-10-05 13:20:40,Loc-983,DEV-9078,None
SUB-397436,ServiceChange,2023-11-09 08:52:12,Loc-240,DEV-6646,SIM Swap
SUB-291728,ServiceChange,2023-05-15 12:15:52,Loc-396,DEV-2060,SIM Swap
SUB-881127,SIMSwap,2023-08-19 03:31:55,Loc-787,DEV-4397,None
SUB-608974,ServiceChange,2023-10-20 05:23:44,Loc-841,DEV-4832,SIM Swap
SUB-833286,Deactivation,2023-03-27 06:10:19,Loc-668,DEV-2694,None
SUB-933655,SIMSwap,2023-08-12 21:54:42,Loc-295,DEV-7247,None
SUB-803193,Deactivation,2023-10-29 18:46:58,Loc-954,DEV-8527,SIM Swap
SUB-641036,Activation,2023-07-05 16:15:09,Loc-855,DEV-1650,SIM Swap
SUB-289420,Deactivation,2023-05-17 19:30:14,Loc-567,DEV-4784,None
SUB-646375,SIMSwap,2023-08-22 19:50:23,Loc-476,DEV-4854,None
SUB-960481,Activation,2023-10-09 17:50:49,Loc-536,DEV-4065,None
SUB-782413,Deactivation,2023-05-04 18:57:04,Loc-355,DEV-6119,SIM Swap
SUB-854885,Activation,2023-05-15 10:38:24,Loc-107,DEV-8688,None
SUB-619693,ServiceChange,2023-05-26 14:50:44,Loc-106,DEV-5874,SIM Swap
SUB-790615,SIMSwap,2023-08-25 16:13:16,Loc-726,DEV-7545,None
SUB-920236,Recharge,2023-06-27 02:52:03,Loc-486,DEV-9266,SIM Swap
SUB-838563,ServiceChange,2023-02-18 15:22:30,Loc-887,DEV-2158,None
SUB-673397,Activation,2023-11-12 07:08:43,Loc-433,DEV-6872,None
SUB-740561,Recharge,2023-08-03 13:09:36,Loc-386,DEV-6881,SIM Swap
SUB-884599,Deactivation,2023-03-05 06:10:58,Loc-479,DEV-6452,SIM Swap
SUB-205719,Deactivation,2023-11-14 08:13:09,Loc-966,DEV-4095,None
SUB-878563,Recharge,2023-08-26 19:21:49,Loc-168,DEV-6751,SIM Swap
SUB-200943,SIMSwap,2023-06-10 13:49:28,Loc-313,DEV-6806,None
SUB-883977,Activation,2023-01-11 01:29:44,Loc-710,DEV-7729,SIM Swap
SUB-423614,Recharge,2023-02-11 15:41:08,Loc-788,DEV-4774,SIM Swap
SUB-340520,ServiceChange,2023-10-21 17:19:06,Loc-464,DEV-1160,SIM Swap
SUB-869628,Activation,2023-04-08 19:01:42,Loc-166,DEV-9048,None
SUB-620751,Deactivation,2023-02-24 15:06:34,Loc-342,DEV-5273,None
SUB-540201,ServiceChange,2023-11-24 11:55:17,Loc-614,DEV-8636,None
SUB-843828,Deactivation,2023-12-10 03:00:01,Loc-945,DEV-3826,None
SUB-764064,SIMSwap,2023-02-13 12:15:33,Loc-243,DEV-9453,None
SUB-562787,Activation,2023-12-11 09:58:32,Loc-911,DEV-9623,None
SUB-470466,Recharge,2023-09-20 01:05:03,Loc-553,DEV-6245,None
SUB-960989,Activation,2023-01-28 10:05:46,Loc-265,DEV-8229,SIM Swap
SUB-709583,ServiceChange,2023-04-05 19:48:48,Loc-875,DEV-9159,None
SUB-173746,Activation,2023-04-29 18:23:08,Loc-720,DEV-4372,None
SUB-210263,Activation,2023-07-27 18:55:30,Loc-615,DEV-7598,None
SUB-352431,Activation,2023-11-14 01:30:16,Loc-542,DEV-6477,SIM Swap
SUB-806039,Activation,2023-01-11 09:20:16,Loc-340,DEV-9725,None
SUB-634177,Activation,2023-04-05 13:09:28,Loc-821,DEV-7840,SIM Swap
SUB-673719,Recharge,2023-10-05 18:44:15,Loc-194,DEV-1613,None
SUB-235254,Activation,2023-07-14 11:47:33,Loc-256,DEV-5989,None
SUB-840737,Recharge,2023-01-10 05:13:57,Loc-657,DEV-2429,SIM Swap
SUB-147753,Deactivation,2023-07-21 02:12:25,Loc-368,DEV-7924,None
SUB-545237,SIMSwap,2023-07-02 18:08:34,Loc-645,DEV-8300,None
SUB-292640,Activation,2023-04-20 08:13:31,Loc-681,DEV-8835,None
SUB-319807,Deactivation,2023-01-09 00:00:16,Loc-386,DEV-4075,SIM Swap
SUB-796560,ServiceChange,2023-04-10 08:20:53,Loc-318,DEV-4357,SIM Swap
SUB-420272,Deactivation,2023-02-10 13:45:49,Loc-144,DEV-7739,SIM Swap
SUB-169566,Activation,2023-11-09 13:10:57,Loc-121,DEV-5820,SIM Swap
SUB-102038,Activation,2023-01-05 15:43:34,Loc-744,DEV-5788,None
SUB-308957,Activation,2023-04-02 00:53:12,Loc-444,DEV-7002,SIM Swap
SUB-881397,ServiceChange,2023-08-10 20:12:00,Loc-410,DEV-3181,None
SUB-855762,ServiceChange,2023-10-23 02:12:53,Loc-250,DEV-3095,None
SUB-725785,Recharge,2023-06-14 09:05:57,Loc-873,DEV-8606,None
SUB-788847,Activation,2023-07-09 22:56:28,Loc-486,DEV-2257,SIM Swap
SUB-850061,SIMSwap,2023-12-18 22:36:39,Loc-969,DEV-8437,SIM Swap
SUB-544092,ServiceChange,2023-10-13 15:49:20,Loc-548,DEV-7079,None
SUB-328314,SIMSwap,2023-07-06 13:29:38,Loc-575,DEV-2252,None
SUB-928200,Deactivation,2023-08-24 12:43:25,Loc-649,DEV-2376,None
SUB-744584,ServiceChange,2023-09-07 19:16:24,Loc-751,DEV-3633,None
SUB-391226,SIMSwap,2023-07-05 01:46:55,Loc-330,DEV-1636,SIM Swap
SUB-478793,Activation,2023-08-16 22:34:18,Loc-358,DEV-6227,SIM Swap
SUB-875174,SIMSwap,2023-06-09 04:26:39,Loc-622,DEV-2384,SIM Swap
SUB-968534,Deactivation,2023-04-19 22:54:34,Loc-216,DEV-9823,None
SUB-622852,SIMSwap,2023-09-13 06:40:19,Loc-512,DEV-6106,None
SUB-360020,Activation,2023-05-16 02:03:58,Loc-997,DEV-8937,SIM Swap
SUB-634772,Recharge,2023-08-29 17:06:28,Loc-297,DEV-2737,SIM Swap
SUB-350007,ServiceChange,2023-10-07 17:36:51,Loc-243,DEV-1540,SIM Swap
SUB-392476,Recharge,2023-08-22 09:15:58,Loc-295,DEV-4859,None
SUB-569823,Activation,2023-09-19 20:40:17,Loc-677,DEV-6180,SIM Swap
SUB-132607,ServiceChange,2023-03-30 12:13:01,Loc-628,DEV-6144,SIM Swap
SUB-578241,Activation,2023-02-24 11:26:05,Loc-155,DEV-8671,None
SUB-905021,Recharge,2023-03-18 14:13:19,Loc-569,DEV-5572,None
SUB-157849,Recharge,2023-05-20 10:30:29,Loc-798,DEV-6705,SIM Swap
SUB-892473,Deactivation,2023-09-19 15:59:19,Loc-427,DEV-5374,SIM Swap
SUB-896205,Activation,2023-06-24 19:56:26,Loc-877,DEV-9456,SIM Swap
SUB-578184,ServiceChange,2023-09-29 06:53:54,Loc-615,DEV-9611,None
SUB-775644,Deactivation,2023-11-07 07:45:07,Loc-208,DEV-1512,None
SUB-577659,Deactivation,2023-09-21 18:00:33,Loc-782,DEV-1149,SIM Swap
SUB-122716,SIMSwap,2023-05-01 12:43:28,Loc-606,DEV-2114,None
SUB-920291,Deactivation,2023-04-25 14:01:12,Loc-512,DEV-2730,SIM Swap
SUB-484891,ServiceChange,2023-07-28 17:04:10,Loc-809,DEV-1255,SIM Swap
SUB-199382,Activation,2023-09-27 13:04:23,Loc-418,DEV-8004,SIM Swap
SUB-606960,Activation,2023-07-22 15:41:01,Loc-528,DEV-5212,SIM Swap
SUB-256169,ServiceChange,2023-02-18 23:10:42,Loc-888,DEV-5789,SIM Swap
SUB-963738,ServiceChange,2023-01-24 00:39:40,Loc-812,DEV-5239,SIM Swap
SUB-592850,Activation,2023-02-14 15:41:41,Loc-924,DEV-1256,None
SUB-626469,ServiceChange,2023-07-01 01:18:36,Loc-897,DEV-1225,None
SUB-353952,Deactivation,2023-05-07 17:19:58,Loc-574,DEV-1770,SIM Swap
SUB-791654,Recharge,2023-03-29 01:01:56,Loc-904,DEV-1477,SIM Swap
SUB-356139,Deactivation,2023-04-30 14:22:26,Loc-960,DEV-7163,SIM Swap
SUB-910211,SIMSwap,2023-08-08 22:14:56,Loc-728,DEV-8911,SIM Swap
SUB-729899,Activation,2023-10-21 02:53:53,Loc-318,DEV-1934,SIM Swap
SUB-936863,Deactivation,2023-07-19 09:28:50,Loc-203,DEV-8602,SIM Swap
SUB-754654,SIMSwap,2023-12-08 02:49:10,Loc-858,DEV-9195,None
SUB-373806,ServiceChange,2023-11-23 19:10:12,Loc-687,DEV-3635,SIM Swap
SUB-589806,Activation,2023-04-20 17:10:58,Loc-975,DEV-9640,None
SUB-210396,Deactivation,2023-01-23 23:40:14,Loc-195,DEV-9382,SIM Swap
SUB-905100,Recharge,2023-04-06 04:08:03,Loc-239,DEV-5054,None
SUB-953615,Recharge,2023-12-25 04:42:32,Loc-465,DEV-7208,SIM Swap
SUB-201604,SIMSwap,2023-11-02 16:41:28,Loc-227,DEV-3720,SIM Swap
SUB-485041,SIMSwap,2023-02-01 07:56:02,Loc-936,DEV-8776,None
SUB-122621,Deactivation,2023-04-16 08:01:15,Loc-347,DEV-8541,SIM Swap
SUB-307419,Deactivation,2023-05-18 12:26:55,Loc-490,DEV-8684,SIM Swap
SUB-129710,Recharge,2023-03-23 13:12:05,Loc-489,DEV-3262,SIM Swap
SUB-195849,Deactivation,2023-03-21 19:26:38,Loc-226,DEV-2196,SIM Swap
SUB-370359,Activation,2023-09-05 09:09:13,Loc-168,DEV-2860,None
SUB-771170,Deactivation,2023-01-11 18:48:58,Loc-488,DEV-1189,SIM Swap
SUB-207437,Deactivation,2023-10-14 05:23:16,Loc-511,DEV-4340,None
SUB-922145,Activation,2023-05-20 23:55:29,Loc-992,DEV-3106,None
SUB-179049,Recharge,2023-04-13 19:54:47,Loc-267,DEV-7944,SIM Swap
SUB-785753,Deactivation,2023-10-18 14:18:52,Loc-872,DEV-6988,None
SUB-687766,Recharge,2023-09-18 02:45:10,Loc-239,DEV-6176,SIM Swap
SUB-225744,Activation,2023-11-20 07:38:31,Loc-519,DEV-2780,SIM Swap
SUB-800527,SIMSwap,2023-08-10 16:56:40,Loc-832,DEV-6096,SIM Swap
SUB-870240,Deactivation,2023-06-10 10:15:02,Loc-911,DEV-2397,SIM Swap
SUB-992357,Recharge,2023-05-03 04:07:52,Loc-314,DEV-8185,SIM Swap
SUB-661318,Deactivation,2023-06-05 22:01:41,Loc-642,DEV-3084,SIM Swap
SUB-162942,SIMSwap,2023-02-11 08:20:19,Loc-376,DEV-6094,None
SUB-291860,Deactivation,2023-02-21 20:55:45,Loc-299,DEV-6690,SIM Swap
SUB-721975,Deactivation,2023-11-17 14:00:16,Loc-456,DEV-9375,None
SUB-827359,Deactivation,2023-09-18 01:42:45,Loc-854,DEV-6460,None
SUB-632659,SIMSwap,2023-01-12 18:02:31,Loc-444,DEV-1459,SIM Swap
SUB-431509,Activation,2023-12-05 23:37:48,Loc-609,DEV-9330,None
SUB-714370,ServiceChange,2023-11-10 21:51:26,Loc-316,DEV-6909,SIM Swap
SUB-926658,Recharge,2023-12-21 05:05:53,Loc-234,DEV-6867,None
SUB-394124,ServiceChange,2023-07-11 04:56:50,Loc-600,DEV-8904,SIM Swap
SUB-399131,Recharge,2023-08-08 14:47:01,Loc-499,DEV-5334,None
SUB-135571,Recharge,2023-06-15 21:12:53,Loc-389,DEV-1866,None
SUB-555879,Activation,2023-05-31 02:44:25,Loc-681,DEV-9717,None
SUB-509127,Recharge,2023-08-01 04:13:37,Loc-544,DEV-3062,SIM Swap
SUB-481843,Recharge,2023-11-08 14:13:41,Loc-312,DEV-9140,SIM Swap
SUB-722531,Deactivation,2023-11-01 22:11:48,Loc-935,DEV-6761,SIM Swap
SUB-784955,ServiceChange,2023-01-09 00:54:59,Loc-696,DEV-2649,None
SUB-227174,Activation,2023-12-11 01:40:48,Loc-966,DEV-5164,None
SUB-590511,Deactivation,2023-11-30 21:03:39,Loc-469,DEV-5149,SIM Swap
SUB-866654,Deactivation,2023-08-23 04:51:15,Loc-545,DEV-1713,None
SUB-892373,ServiceChange,2023-01-24 11:24:10,Loc-687,DEV-4646,None
SUB-983328,Recharge,2023-07-02 00:55:27,Loc-131,DEV-8214,None
SUB-516430,Deactivation,2023-05-21 00:44:45,Loc-784,DEV-2706,SIM Swap
SUB-411058,Deactivation,2023-02-18 07:15:38,Loc-802,DEV-7459,None
SUB-328177,Deactivation,2023-05-25 08:48:08,Loc-160,DEV-4786,SIM Swap
SUB-358500,SIMSwap,2023-07-17 11:42:29,Loc-643,DEV-5237,SIM Swap
SUB-262062,ServiceChange,2023-08-05 05:51:09,Loc-686,DEV-6857,None
SUB-818986,Deactivation,2023-06-15 23:28:04,Loc-192,DEV-9181,SIM Swap
SUB-697592,ServiceChange,2023-10-09 21:57:34,Loc-368,DEV-6507,SIM Swap
SUB-733860,Recharge,2023-10-04 05:22:18,Loc-738,DEV-6800,SIM Swap
SUB-868654,SIMSwap,2023-12-07 03:28:54,Loc-218,DEV-3839,SIM Swap
SUB-860360,Deactivation,2023-10-09 19:31:40,Loc-211,DEV-9077,SIM Swap
SUB-814136,Deactivation,2023-06-20 15:57:37,Loc-846,DEV-2744,None
SUB-239169,Deactivation,2023-12-28 20:46:26,Loc-799,DEV-5585,None
SUB-269241,Deactivation,2023-08-21 21:37:16,Loc-313,DEV-7457,None
SUB-598909,ServiceChange,2023-02-09 18:05:00,Loc-572,DEV-7695,SIM Swap
SUB-845004,Activation,2023-10-25 15:47:25,Loc-782,DEV-5534,None
SUB-391677,ServiceChange,2023-05-11 15:04:08,Loc-779,DEV-7006,None
SUB-184692,Deactivation,2023-08-03 13:02:03,Loc-486,DEV-4791,None
SUB-228733,Activation,2023-05-17 00:14:26,Loc-106,DEV-3225,None
SUB-657734,SIMSwap,2023-03-04 21:20:45,Loc-138,DEV-8812,SIM Swap
SUB-812162,Recharge,2023-08-17 05:24:42,Loc-465,DEV-3780,None
SUB-563841,ServiceChange,2023-07-10 10:33:44,Loc-593,DEV-5471,None
SUB-316298,SIMSwap,2023-03-23 15:09:59,Loc-425,DEV-5341,None
SUB-888538,Deactivation,2023-11-15 10:12:15,Loc-754,DEV-8484,None
SUB-866937,Deactivation,2023-10-05 20:29:31,Loc-551,DEV-9520,None
SUB-737441,ServiceChange,2023-10-26 22:27:54,Loc-864,DEV-4065,None
SUB-964940,Recharge,2023-02-16 11:37:34,Loc-142,DEV-1195,None
SUB-497783,Activation,2023-07-10 04:29:39,Loc-551,DEV-3705,None
SUB-369966,Deactivation,2023-12-14 04:59:56,Loc-743,DEV-5118,SIM Swap
SUB-696902,ServiceChange,2023-11-03 20:01:17,Loc-951,DEV-6624,None
SUB-620846,Activation,2023-05-21 06:33:19,Loc-465,DEV-8805,None
SUB-216810,Activation,2023-05-19 07:03:30,Loc-285,DEV-1070,None
SUB-168674,SIMSwap,2023-06-25 23:54:23,Loc-327,DEV-1496,SIM Swap
SUB-154252,ServiceChange,2023-08-30 19:57:17,Loc-314,DEV-4816,SIM Swap
SUB-571116,Deactivation,2023-02-10 22:52:06,Loc-233,DEV-8804,None
SUB-388523,Activation,2023-10-16 04:39:26,Loc-418,DEV-9473,SIM Swap
SUB-154181,Deactivation,2023-09-23 18:44:00,Loc-806,DEV-8436,SIM Swap
SUB-736000,Activation,2023-07-24 01:52:44,Loc-252,DEV-7749,None
SUB-100271,SIMSwap,2023-01-23 19:58:57,Loc-583,DEV-3469,None
SUB-128855,SIMSwap,2023-09-12 10:59:22,Loc-743,DEV-8824,None
SUB-264230,Activation,2023-07-22 21:33:21,Loc-698,DEV-5575,SIM Swap
SUB-288730,Deactivation,2023-08-20 13:04:13,Loc-758,DEV-6297,SIM Swap
SUB-909947,Activation,2023-02-21 00:46:56,Loc-340,DEV-4435,None
SUB-952345,Recharge,2023-11-11 20:11:17,Loc-735,DEV-9455,SIM Swap
SUB-467819,Activation,2023-06-28 17:47:06,Loc-469,DEV-8298,None
SUB-307304,Deactivation,2023-03-18 08:33:30,Loc-114,DEV-9614,None
SUB-932952,ServiceChange,2023-12-02 10:29:32,Loc-103,DEV-5636,None
SUB-587437,Recharge,2023-01-05 13:51:54,Loc-273,DEV-5582,None
SUB-331772,Activation,2023-01-19 06:48:40,Loc-554,DEV-9408,SIM Swap
SUB-617603,Recharge,2023-07-20 06:25:59,Loc-817,DEV-8939,SIM Swap
SUB-457223,SIMSwap,2023-05-12 07:10:29,Loc-105,DEV-6550,None
SUB-418411,Recharge,2023-01-17 17:39:59,Loc-403,DEV-8171,None
SUB-360159,ServiceChange,2023-06-10 02:55:42,Loc-736,DEV-5772,SIM Swap
SUB-234150,ServiceChange,2023-03-11 02:54:24,Loc-613,DEV-8032,SIM Swap
SUB-209454,SIMSwap,2023-12-20 21:40:14,Loc-227,DEV-5719,None
SUB-141272,Recharge,2023-11-05 01:26:18,Loc-331,DEV-5430,SIM Swap
SUB-148218,Recharge,2023-12-19 02:43:47,Loc-510,DEV-3395,None
SUB-610650,ServiceChange,2023-04-12 06:44:31,Loc-778,DEV-4168,SIM Swap
SUB-734151,Deactivation,2023-11-30 08:04:01,Loc-687,DEV-5694,None
SUB-546425,ServiceChange,2023-06-24 10:13:05,Loc-362,DEV-1549,SIM Swap
SUB-682916,SIMSwap,2023-09-18 23:38:23,Loc-998,DEV-7872,SIM Swap
SUB-658784,Recharge,2023-06-23 09:51:19,Loc-377,DEV-2234,None
SUB-157253,ServiceChange,2023-09-08 17:42:08,Loc-930,DEV-8155,SIM Swap
SUB-772248,Deactivation,2023-06-16 12:37:34,Loc-396,DEV-2501,SIM Swap
SUB-755165,Deactivation,2023-09-11 15:30:29,Loc-692,DEV-8373,SIM Swap
SUB-327149,ServiceChange,2023-07-03 13:58:22,Loc-153,DEV-2187,None
SUB-392279,SIMSwap,2023-03-24 15:04:38,Loc-999,DEV-2794,SIM Swap
SUB-876507,Recharge,2023-05-19 09:38:50,Loc-792,DEV-9544,None
SUB-371245,Deactivation,2023-12-30 16:47:56,Loc-549,DEV-9955,None
SUB-383542,ServiceChange,2023-01-02 01:33:58,Loc-399,DEV-1643,SIM Swap
SUB-758784,SIMSwap,2023-03-20 00:34:48,Loc-498,DEV-6645,None
SUB-940749,SIMSwap,2023-11-22 10:45:08,Loc-557,DEV-7115,SIM Swap
SUB-924566,SIMSwap,2023-03-11 07:07:39,Loc-542,DEV-3286,None
SUB-974176,Deactivation,2023-09-17 12:21:28,Loc-842,DEV-3605,SIM Swap
SUB-318463,Recharge,2023-10-29 11:46:30,Loc-608,DEV-2930,None
SUB-481897,ServiceChange,2023-12-13 00:57:46,Loc-595,DEV-4024,None
SUB-261794,Deactivation,2023-01-02 21:17:43,Loc-127,DEV-6593,SIM Swap
SUB-791778,SIMSwap,2023-12-01 23:17:39,Loc-689,DEV-6716,None
SUB-485257,Deactivation,2023-02-25 02:14:42,Loc-822,DEV-5996,None
SUB-456955,ServiceChange,2023-05-28 19:59:04,Loc-120,DEV-1113,None
SUB-449851,ServiceChange,2023-11-12 00:54:35,Loc-650,DEV-4487,SIM Swap
SUB-785101,SIMSwap,2023-01-18 22:24:27,Loc-814,DEV-4367,None
SUB-312005,Recharge,2023-01-29 10:02:18,Loc-940,DEV-5028,SIM Swap
SUB-454814,Deactivation,2023-02-18 13:10:35,Loc-702,DEV-9447,SIM Swap
SUB-554749,SIMSwap,2023-04-14 16:19:05,Loc-731,DEV-8271,SIM Swap
SUB-956022,Activation,2023-10-13 23:26:17,Loc-610,DEV-1712,SIM Swap
SUB-146112,Activation,2023-07-13 16:24:15,Loc-378,DEV-7182,None
SUB-971959,Recharge,2023-11-02 17:02:39,Loc-345,DEV-5055,SIM Swap
SUB-132911,Activation,2023-11-01 10:47:42,Loc-384,DEV-2299,SIM Swap
SUB-423875,Recharge,2023-03-18 11:56:32,Loc-496,DEV-8170,None
SUB-792393,ServiceChange,2023-04-03 13:41:27,Loc-615,DEV-8510,SIM Swap
SUB-295515,Activation,2023-12-19 01:36:54,Loc-466,DEV-8831,SIM Swap
SUB-938851,Recharge,2023-11-20 06:59:17,Loc-106,DEV-6325,SIM Swap
SUB-492855,SIMSwap,2023-06-19 18:18:59,Loc-539,DEV-2997,None
SUB-404579,SIMSwap,2023-10-09 08:12:22,Loc-611,DEV-6039,None
SUB-387366,Deactivation,2023-07-09 22:06:58,Loc-618,DEV-6923,None
SUB-758261,Activation,2023-04-08 08:37:26,Loc-211,DEV-9243,SIM Swap
SUB-281530,ServiceChange,2023-03-22 11:36:57,Loc-825,DEV-5230,None
SUB-186148,Deactivation,2023-02-22 22:54:06,Loc-309,DEV-4584,None
SUB-228631,Recharge,2023-08-07 17:16:57,Loc-904,DEV-1390,None
